annotation_id,video_id,split,category,label,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,wrist,product_track_id,related_track_ids,returned
ANN_000498,27_3,test,product_interaction,product_held,724,890,24.133,29.667,5.567,left,R3_Product_1of4,,true
ANN_000499,27_3,test,product_interaction,pickup,933,997,31.100,33.233,2.167,left,R1_Product_2of4,,
ANN_000500,27_3,test,product_interaction,product_held,998,1835,33.267,61.167,27.933,left,R1_Product_2of4,,false
ANN_000501,27_3,test,product_interaction,pickup,1377,1411,45.900,47.033,1.167,left,R3_Product_4of4,,
ANN_000502,27_3,test,product_interaction,product_held,1412,1835,47.067,61.167,14.133,left,R3_Product_4of4,,false
ANN_000503,27_3,test,product_interaction,pickup,1667,1720,55.567,57.333,1.800,left,L4_Product_2of4,,
ANN_000504,27_3,test,product_interaction,product_held,1721,1835,57.367,61.167,3.833,left,L4_Product_2of4,,false
ANN_000505,27_3,test,product_interaction,pickup,2377,2392,79.233,79.733,0.533,left,R5_Product_2of4,,
ANN_000506,27_3,test,product_interaction,product_held,2393,3975,79.767,132.500,52.767,left,R5_Product_2of4,,false
ANN_000507,27_3,test,product_interaction,pickup,2667,2725,88.900,90.833,1.967,left,R2_Product_3of3,,
ANN_000508,27_3,test,product_interaction,product_held,2726,2829,90.867,94.300,3.467,left,R2_Product_3of3,,true
ANN_000509,27_3,test,product_interaction,return,2814,2829,93.800,94.300,0.533,left,R2_Product_3of3,,true
ANN_000510,27_3,test,product_interaction,pickup,3021,3046,100.700,101.533,0.867,left,R5_Product_1of4,,
ANN_000511,27_3,test,product_interaction,product_held,3047,3975,101.567,132.500,30.967,left,R5_Product_1of4,,false
ANN_000512,27_3,test,product_interaction,pickup,3249,3275,108.300,109.167,0.900,left,R4_Product_4of4,,
ANN_000513,27_3,test,product_interaction,product_held,3276,3975,109.200,132.500,23.333,left,R4_Product_4of4,,false
ANN_000514,27_3,test,product_interaction,pickup,3486,3501,116.200,116.700,0.533,left,L6_Product_1of3,,
ANN_000515,27_3,test,product_interaction,product_held,3502,3585,116.733,119.500,2.800,left,L6_Product_1of3,,true
ANN_000516,27_3,test,product_interaction,return,3569,3585,118.967,119.500,0.567,left,L6_Product_1of3,,true
ANN_000517,27_3,test,product_interaction,pickup,3722,3756,124.067,125.200,1.167,left,L2_Product_1of2,,
ANN_000518,27_3,test,product_interaction,product_held,3757,3892,125.233,129.733,4.533,left,L2_Product_1of2,,true
ANN_000519,27_3,test,product_interaction,return,3876,3892,129.200,129.733,0.567,left,L2_Product_1of2,,true
ANN_000520,28_1,test,product_interaction,pickup,1099,1113,36.633,37.100,0.500,right,R1_Product_4of4,,
ANN_000521,28_1,test,product_interaction,product_held,1114,2017,37.133,67.233,30.133,both,R1_Product_4of4,,false
ANN_000522,28_1,test,product_interaction,pickup,1677,1713,55.900,57.100,1.233,right,L6_Product_2of3,,
ANN_000523,28_1,test,product_interaction,product_held,1714,1897,57.133,63.233,6.133,right,L6_Product_2of3,,true
ANN_000524,28_1,test,product_interaction,return,1877,1897,62.567,63.233,0.700,right,L6_Product_2of3,,true
ANN_000525,28_1,test,product_interaction,pickup,2242,2325,74.733,77.500,2.800,right,L5_Product_1of4,,
ANN_000526,28_1,test,product_interaction,pickup,2713,2736,90.433,91.200,0.800,right,L4_Product_4of4,,
ANN_000527,28_1,test,product_interaction,product_held,2737,2757,91.233,91.900,0.700,right,L4_Product_4of4,,true
ANN_000528,28_1,test,product_interaction,return,2747,2757,91.567,91.900,0.367,right,L4_Product_4of4,,true
ANN_000529,28_1,test,product_interaction,product_held,2326,3894,77.533,129.800,52.300,right,L4_Product_4of4,,false
ANN_000530,28_1,test,product_interaction,pickup,2776,2791,92.533,93.033,0.533,right,L4_Product_3of4,,
ANN_000531,28_1,test,product_interaction,product_held,2792,2853,93.067,95.100,2.067,right,L4_Product_3of4,,true
ANN_000532,28_1,test,product_interaction,return,2837,2853,94.567,95.100,0.567,right,L4_Product_3of4,,true
ANN_000533,28_1,test,product_interaction,pickup,2897,2927,96.567,97.567,1.033,right,L4_Product_4of4,,
ANN_000534,28_1,test,product_interaction,product_held,2928,3894,97.600,129.800,32.233,right,L4_Product_4of4,,false
ANN_000535,28_1,test,product_interaction,pickup,3218,3243,107.267,108.100,0.867,right,R4_Product_2of4,,
ANN_000536,28_1,test,product_interaction,product_held,3244,3343,108.133,111.433,3.333,right,R4_Product_2of4,,true
ANN_000537,28_1,test,product_interaction,return,3325,3343,110.833,111.433,0.633,right,R4_Product_2of4,,true
ANN_000538,28_1,test,product_interaction,pickup,3508,3529,116.933,117.633,0.733,right,R2_Product_2of3,,
ANN_000539,28_1,test,product_interaction,product_held,3530,3633,117.667,121.100,3.467,right,R2_Product_2of3,,true
ANN_000540,28_1,test,product_interaction,return,3622,3633,120.733,121.100,0.400,right,R2_Product_2of3,,true
ANN_000541,28_2,test,product_interaction,pickup,360,388,12.000,12.933,0.967,right,L2_Product_2of2,,
ANN_000542,28_2,test,product_interaction,product_held,389,1699,12.967,56.633,43.700,right,L2_Product_2of2,,false
ANN_000543,28_2,test,product_interaction,pickup,1223,1261,40.767,42.033,1.300,right,L6_Product_2of3,,
ANN_000544,28_2,test,product_interaction,product_held,1262,1412,42.067,47.067,5.033,right,L6_Product_2of3,,true
ANN_000545,28_2,test,product_interaction,return,1393,1412,46.433,47.067,0.667,right,L6_Product_2of3,,true
ANN_000546,28_2,test,product_interaction,pickup,1473,1503,49.100,50.100,1.033,right,L6_Product_1of3,,
ANN_000547,28_2,test,product_interaction,product_held,1504,1584,50.133,52.800,2.700,right,L6_Product_1of3,,true
ANN_000548,28_2,test,product_interaction,return,1566,1584,52.200,52.800,0.633,right,L6_Product_1of3,,true
ANN_000549,28_2,test,product_interaction,pickup,1996,2056,66.533,68.533,2.033,left,R1_Product_1of4,,
ANN_000550,28_2,test,product_interaction,product_held,2057,2846,68.567,94.867,26.333,left,R1_Product_1of4,,false
ANN_000551,28_2,test,product_interaction,pickup,3537,3587,117.900,119.567,1.700,right,R1_Product_4of4,,
ANN_000552,28_2,test,product_interaction,product_held,3588,4286,119.600,142.867,23.300,right,R1_Product_4of4,,false
ANN_000553,28_2,test,product_interaction,pickup,3882,3932,129.400,131.067,1.700,right,R3_Product_3of4,,
ANN_000554,28_2,test,product_interaction,product_held,3933,4173,131.100,139.100,8.033,right,R3_Product_3of4,,true
ANN_000555,28_2,test,product_interaction,return,4165,4173,138.833,139.100,0.300,right,R3_Product_3of4,,true
ANN_000556,28_3,test,product_interaction,pickup,210,225,7.000,7.500,0.533,right,R5_Product_2of4,,
ANN_000557,28_3,test,product_interaction,product_held,226,510,7.533,17.000,9.500,right,R5_Product_2of4,,true
ANN_000558,28_3,test,product_interaction,return,489,510,16.300,17.000,0.733,right,R5_Product_2of4,,true
ANN_000559,28_3,test,product_interaction,pickup,862,877,28.733,29.233,0.533,right,L4_Product_4of4,,
ANN_000560,28_3,test,product_interaction,product_held,878,1860,29.267,62.000,32.767,right,L4_Product_4of4,,false
ANN_000561,28_3,test,product_interaction,pickup,1523,1557,50.767,51.900,1.167,right,L3_Product_1of4,,
ANN_000562,28_3,test,product_interaction,product_held,1558,1860,51.933,62.000,10.100,right,L3_Product_1of4,,false
ANN_000563,28_3,test,product_interaction,pickup,1765,1782,58.833,59.400,0.600,right,L2_Product_2of2,,
ANN_000564,28_3,test,product_interaction,product_held,1783,1860,59.433,62.000,2.600,right,L2_Product_2of2,,false
ANN_000565,28_3,test,product_interaction,pickup,2175,2188,72.500,72.933,0.467,right,L3_Product_4of4,,
ANN_000566,28_3,test,product_interaction,product_held,2189,3885,72.967,129.500,56.567,right,L3_Product_4of4,,false
ANN_000567,28_3,test,product_interaction,pickup,2459,2486,81.967,82.867,0.933,right,R4_Product_2of4,,
ANN_000568,28_3,test,product_interaction,product_held,2487,3885,82.900,129.500,46.633,right,R4_Product_2of4,,false
ANN_000569,28_3,test,product_interaction,pickup,2698,2723,89.933,90.767,0.867,right,R1_Product_4of4,,
ANN_000570,28_3,test,product_interaction,product_held,2724,3885,90.800,129.500,38.733,right,R1_Product_4of4,,false
ANN_000571,28_3,test,product_interaction,pickup,3053,3096,101.767,103.200,1.467,right,R1_Product_2of4,,
ANN_000572,28_3,test,product_interaction,product_held,3097,3885,103.233,129.500,26.300,right,R1_Product_2of4,,false
ANN_000573,28_3,test,product_interaction,pickup,3352,3365,111.733,112.167,0.467,right,R5_Product_3of4,,
ANN_000574,28_3,test,product_interaction,product_held,3366,3575,112.200,119.167,7.000,right,R5_Product_3of4,,true
ANN_000575,28_3,test,product_interaction,return,3553,3575,118.433,119.167,0.767,right,R5_Product_3of4,,true
ANN_000576,28_3,test,product_interaction,pickup,3711,3723,123.700,124.100,0.433,right,L7_Product_2of4,,
ANN_000577,28_3,test,product_interaction,product_held,3724,3885,124.133,129.500,5.400,right,L7_Product_2of4,,false
ANN_000578,29_1,test,product_interaction,pickup,852,889,28.400,29.633,1.267,right,R3_Product_2of4,,
ANN_000579,29_1,test,product_interaction,product_held,890,1972,29.667,65.733,36.100,right,R3_Product_2of4,,false
ANN_000580,29_1,test,product_interaction,pickup,2548,2663,84.933,88.767,3.867,right,R2_Product_1of3,,
ANN_000581,29_1,test,product_interaction,product_held,2664,2940,88.800,98.000,9.233,right,R2_Product_1of3,,true
ANN_000582,29_1,test,product_interaction,return,2925,2940,97.500,98.000,0.533,right,R2_Product_1of3,,true
ANN_000583,29_1,test,product_interaction,pickup,4065,4137,135.500,137.900,2.433,right,R4_Product_1of4,,
ANN_000584,29_1,test,product_interaction,product_held,4138,4386,137.933,146.200,8.300,right,R4_Product_1of4,,false
ANN_000585,29_2,test,product_interaction,pickup,290,317,9.667,10.567,0.933,left,L1_Product_1of1,,
ANN_000586,29_2,test,product_interaction,product_held,318,727,10.600,24.233,13.667,left,L1_Product_1of1,,true
ANN_000587,29_2,test,product_interaction,return,682,727,22.733,24.233,1.533,left,L1_Product_1of1,,true
ANN_000588,29_2,test,product_interaction,pickup,1490,1500,49.667,50.000,0.367,right,L3_Product_4of4,,
ANN_000589,29_2,test,product_interaction,product_held,1501,1991,50.033,66.367,16.367,right,L3_Product_4of4,,true
ANN_000590,29_2,test,product_interaction,return,1977,1991,65.900,66.367,0.500,right,L3_Product_4of4,,true
ANN_000591,29_2,test,product_interaction,pickup,1515,1536,50.500,51.200,0.733,left,L3_Product_3of4,,
ANN_000592,29_2,test,product_interaction,product_held,1537,1995,51.233,66.500,15.300,left,L3_Product_3of4,,true
ANN_000593,29_2,test,product_interaction,return,1982,1995,66.067,66.500,0.467,left,L3_Product_3of4,,true
ANN_000594,29_2,test,product_interaction,comparison,1552,1830,51.733,61.000,9.300,both,L3_Product_3of4,L3_Product_4of4,
ANN_000596,29_2,test,product_interaction,pickup,2363,2381,78.767,79.367,0.633,right,L5_Product_2of4,,
ANN_000597,29_2,test,product_interaction,comparison,2392,2640,79.733,88.000,8.300,both,L5_Product_1of4,L5_Product_2of4,
ANN_000598,29_2,test,product_interaction,pickup,2317,2331,77.233,77.700,0.500,left,L5_Product_1of4,,
ANN_000599,29_2,test,product_interaction,product_held,2382,2672,79.400,89.067,9.700,right,L5_Product_2of4,,true
ANN_000600,29_2,test,product_interaction,return,2666,2672,88.867,89.067,0.233,right,L5_Product_2of4,,true
ANN_000601,29_2,test,product_interaction,product_held,2332,3110,77.733,103.667,25.967,right,L5_Product_1of4,,true
ANN_000602,29_2,test,product_interaction,return,3098,3110,103.267,103.667,0.433,left,L5_Product_1of4,,true
ANN_000603,29_2,test,product_interaction,pickup,2694,2712,89.800,90.400,0.633,right,L5_Product_3of4,,
ANN_000604,29_2,test,product_interaction,comparison,2722,2866,90.733,95.533,4.833,both,L5_Product_1of4,L5_Product_3of4,
ANN_000605,29_2,test,product_interaction,product_held,2713,2896,90.433,96.533,6.133,right,L5_Product_3of4,,true
ANN_000606,29_2,test,product_interaction,return,2883,2896,96.100,96.533,0.467,right,L5_Product_3of4,,true
ANN_000607,29_2,test,product_interaction,pickup,2955,2994,98.500,99.800,1.333,right,L5_Product_3of4,,
ANN_000608,29_2,test,product_interaction,comparison,3007,3043,100.233,101.433,1.233,both,L5_Product_1of4,L5_Product_3of4,
ANN_000609,29_2,test,product_interaction,product_held,2995,3101,99.833,103.367,3.567,right,L5_Product_3of4,,true
ANN_000610,29_2,test,product_interaction,return,3076,3101,102.533,103.367,0.867,right,L5_Product_3of4,,true
ANN_000611,29_2,test,product_interaction,pickup,3117,3134,103.900,104.467,0.600,right,L5_Product_4of4,,
ANN_000612,29_2,test,product_interaction,product_held,3135,3258,104.500,108.600,4.133,right,L5_Product_4of4,,true
ANN_000613,29_2,test,product_interaction,return,3248,3258,108.267,108.600,0.367,right,L5_Product_4of4,,true
ANN_000614,29_2,test,product_interaction,pickup,3278,3304,109.267,110.133,0.900,right,L5_Product_4of4,,
ANN_000615,29_2,test,product_interaction,product_held,3305,3374,110.167,112.467,2.333,right,L5_Product_4of4,,true
ANN_000616,29_2,test,product_interaction,return,3363,3374,112.100,112.467,0.400,right,L5_Product_4of4,,true
ANN_000617,29_2,test,product_interaction,pickup,4020,4082,134.000,136.067,2.100,left,R2_Product_2of3,,
ANN_000618,29_2,test,product_interaction,product_held,4083,4355,136.100,145.167,9.100,left,R2_Product_2of3,,true
ANN_000619,29_2,test,product_interaction,return,4340,4355,144.667,145.167,0.533,right,R2_Product_2of3,,true
ANN_000620,29_3,test,product_interaction,pickup,780,788,26.000,26.267,0.300,right,R5_Product_3of4,,
ANN_000621,29_3,test,product_interaction,product_held,789,884,26.300,29.467,3.200,right,R5_Product_3of4,,true
ANN_000622,29_3,test,product_interaction,return,876,884,29.200,29.467,0.300,right,R5_Product_3of4,,true
ANN_000623,29_3,test,product_interaction,pickup,997,1010,33.233,33.667,0.467,right,R5_Product_4of4,,
ANN_000624,29_3,test,product_interaction,product_held,1011,1105,33.700,36.833,3.167,right,R5_Product_4of4,,true
ANN_000625,29_3,test,product_interaction,return,1096,1105,36.533,36.833,0.333,right,R5_Product_4of4,,true
ANN_000626,29_3,test,product_interaction,pickup,1354,1484,45.133,49.467,4.367,left,R5_Product_3of4,,true
ANN_000627,29_3,test,product_interaction,return,1475,1484,49.167,49.467,0.333,left,R5_Product_3of4,,true
ANN_000628,29_3,test,product_interaction,pickup,3637,3650,121.233,121.667,0.467,right,L3_Product_2of4,,
ANN_000629,29_3,test,product_interaction,product_held,3651,3940,121.700,131.333,9.667,right,L3_Product_2of4,,true
ANN_000630,29_3,test,product_interaction,return,3920,3940,130.667,131.333,0.700,right,L3_Product_2of4,,true
ANN_000631,29_3,test,product_interaction,pickup,3999,4022,133.300,134.067,0.800,right,L4_Product_4of4,,
ANN_000632,29_3,test,product_interaction,product_held,4023,5681,134.100,189.367,55.300,right,L4_Product_4of4,,false
ANN_000633,29_3,test,product_interaction,pickup,4371,4386,145.700,146.200,0.533,right,L7_Product_2of4,,
ANN_000634,29_3,test,product_interaction,product_held,4387,5681,146.233,189.367,43.167,right,L7_Product_2of4,,false
ANN_000635,29_3,test,product_interaction,pickup,5197,5215,173.233,173.833,0.633,right,R2_Product_1of3,,
ANN_000636,29_3,test,product_interaction,product_held,5216,5534,173.867,184.467,10.633,right,R2_Product_1of3,,true
ANN_000637,29_3,test,product_interaction,return,5222,5534,174.067,184.467,10.433,right,R2_Product_1of3,,true
ANN_000638,30_1,test,product_interaction,pickup,192,395,6.400,13.167,6.800,right,R1_Product_4of4,,
ANN_000639,30_1,test,product_interaction,pickup,660,668,22.000,22.267,0.300,right,L4_Product_3of4,,
ANN_000640,30_1,test,product_interaction,product_held,669,755,22.300,25.167,2.900,right,L4_Product_3of4,,true
ANN_000641,30_1,test,product_interaction,return,746,755,24.867,25.167,0.333,right,L4_Product_3of4,,true
ANN_000642,30_1,test,product_interaction,pickup,787,796,26.233,26.533,0.333,right,L4_Product_3of4,,
ANN_000643,30_1,test,product_interaction,pickup,980,1016,32.667,33.867,1.233,right,L5_Product_1of4,,
ANN_000644,30_1,test,product_interaction,pickup,1184,1197,39.467,39.900,0.467,right,L5_Product_2of4,,
ANN_000646,30_1,test,product_interaction,product_held,1198,1285,39.933,42.833,2.933,right,L5_Product_2of4,,true
ANN_000647,30_1,test,product_interaction,return,1278,1285,42.600,42.833,0.267,right,L5_Product_2of4,,true
ANN_000648,30_1,test,product_interaction,pickup,1310,1338,43.667,44.600,0.967,right,L5_Product_3of4,,
ANN_000649,30_1,test,product_interaction,product_held,1339,1519,44.633,50.633,6.033,right,L5_Product_3of4,,true
ANN_000650,30_1,test,product_interaction,return,1503,1519,50.100,50.633,0.567,right,L5_Product_3of4,,true
ANN_000651,30_1,test,product_interaction,pickup,1568,1606,52.267,53.533,1.300,right,L5_Product_4of4,,
ANN_000652,30_1,test,product_interaction,product_held,1607,1941,53.567,64.700,11.167,right,L5_Product_4of4,,true
ANN_000653,30_1,test,product_interaction,return,1930,1941,64.333,64.700,0.400,right,L5_Product_4of4,,true
ANN_000654,30_1,test,product_interaction,product_held,396,4283,13.200,142.767,129.600,right,R1_Product_4of4,,false
ANN_000655,30_1,test,product_interaction,product_held,797,4283,26.567,142.767,116.233,right,L4_Product_3of4,,false
ANN_000657,30_1,test,product_interaction,pickup,2459,2530,81.967,84.333,2.400,right,L2_Product_2of2,,true
ANN_000658,30_1,test,product_interaction,return,2519,2530,83.967,84.333,0.400,right,L2_Product_2of2,,true
ANN_000659,30_1,test,product_interaction,pickup,2609,2629,86.967,87.633,0.700,right,L3_Product_4of4,,
ANN_000660,30_1,test,product_interaction,product_held,2630,2678,87.667,89.267,1.633,right,L3_Product_4of4,,true
ANN_000661,30_1,test,product_interaction,return,2672,2678,89.067,89.267,0.233,right,L3_Product_4of4,,true
ANN_000662,30_1,test,product_interaction,pickup,2742,2762,91.400,92.067,0.700,right,L3_Product_2of4,,
ANN_000663,30_1,test,product_interaction,product_held,2763,3065,92.100,102.167,10.100,right,L3_Product_2of4,,true
ANN_000664,30_1,test,product_interaction,return,3045,3065,101.500,102.167,0.700,right,L3_Product_2of4,,true
ANN_000665,30_1,test,product_interaction,pickup,3079,3096,102.633,103.200,0.600,right,L3_Product_2of4,,
ANN_000666,30_1,test,product_interaction,product_held,3097,3218,103.233,107.267,4.067,right,L3_Product_2of4,,true
ANN_000667,30_1,test,product_interaction,return,3205,3218,106.833,107.267,0.467,right,L3_Product_2of4,,true
ANN_000668,30_1,test,product_interaction,pickup,3408,3449,113.600,114.967,1.400,right,L6_Product_2of3,,
ANN_000669,30_1,test,product_interaction,return,3529,3536,117.633,117.867,0.267,both,L6_Product_2of3,,true
ANN_000670,30_1,test,product_interaction,product_held,3450,3536,115.000,117.867,2.900,right,L6_Product_2of3,,true
ANN_000671,30_1,test,product_interaction,product_held,1017,3568,33.900,118.933,85.067,right,L5_Product_1of4,,true
ANN_000672,30_1,test,product_interaction,return,3561,3568,118.700,118.933,0.267,right,L5_Product_1of4,,true
ANN_000673,30_1,test,product_interaction,pickup,3593,3616,119.767,120.533,0.800,right,L6_Product_2of3,,
ANN_000674,30_1,test,product_interaction,product_held,3593,4283,119.767,142.767,23.033,right,L6_Product_2of3,,false
ANN_000675,30_1,test,product_interaction,pickup,3923,4115,130.767,137.167,6.433,right,R1_Product_1of4,,true
ANN_000676,30_1,test,product_interaction,return,4103,4115,136.767,137.167,0.433,right,R1_Product_1of4,,true
ANN_000677,30_2,test,product_interaction,pickup,270,301,9.000,10.033,1.067,right,R4_Product_2of4,,
ANN_000678,30_2,test,product_interaction,pickup,714,755,23.800,25.167,1.400,right,R4_Product_1of4,,
ANN_000679,30_2,test,product_interaction,comparison,763,1443,25.433,48.100,22.700,both,R4_Product_1of4,R4_Product_2of4,true
ANN_000680,30_2,test,product_interaction,product_held,756,1483,25.200,49.433,24.267,right,R4_Product_1of4,,true
ANN_000681,30_2,test,product_interaction,return,1475,1483,49.167,49.433,0.300,right,R4_Product_1of4,,true
ANN_000682,30_2,test,product_interaction,pickup,1615,1644,53.833,54.800,1.000,right,R1_Product_2of4,,
ANN_000683,30_2,test,product_interaction,product_held,1645,1995,54.833,66.500,11.700,right,R1_Product_2of4,,false
ANN_000684,30_2,test,product_interaction,pickup,2475,2560,82.500,85.333,2.867,right,R2_Product_2of3,,true
ANN_000685,30_2,test,product_interaction,return,2545,2560,84.833,85.333,0.533,right,R2_Product_2of3,,true
ANN_000686,30_2,test,product_interaction,pickup,2695,2755,89.833,91.833,2.033,right,R1_Product_4of4,,
ANN_000687,30_2,test,product_interaction,product_held,2756,3018,91.867,100.600,8.767,right,R1_Product_4of4,,true
ANN_000688,30_2,test,product_interaction,return,2988,3018,99.600,100.600,1.033,right,R1_Product_4of4,,true
ANN_000689,30_2,test,product_interaction,pickup,3042,3082,101.400,102.733,1.367,right,R1_Product_4of4,,
ANN_000690,30_2,test,product_interaction,product_held,3083,4032,102.767,134.400,31.667,right,R1_Product_4of4,,false
ANN_000691,30_2,test,product_interaction,pickup,3783,3813,126.100,127.100,1.033,right,L4_Product_1of4,,
ANN_000692,30_2,test,product_interaction,product_held,3814,3850,127.133,128.333,1.233,right,L4_Product_1of4,,true
ANN_000693,30_2,test,product_interaction,return,3841,3850,128.033,128.333,0.333,right,L4_Product_1of4,,true
ANN_000694,30_3,test,product_interaction,pickup,222,258,7.400,8.600,1.233,right,L1_Product_1of1,,
ANN_000695,30_3,test,product_interaction,product_held,259,1264,8.633,42.133,33.533,right,L1_Product_1of1,,true
ANN_000696,30_3,test,product_interaction,return,1252,1264,41.733,42.133,0.433,right,L1_Product_1of1,,true
ANN_000697,30_3,test,product_interaction,pickup,502,538,16.733,17.933,1.233,right,L2_Product_1of2,,
ANN_000698,30_3,test,product_interaction,product_held,539,606,17.967,20.200,2.267,right,L2_Product_1of2,,true
ANN_000699,30_3,test,product_interaction,return,588,606,19.600,20.200,0.633,right,L2_Product_1of2,,true
ANN_000700,30_3,test,product_interaction,pickup,838,858,27.933,28.600,0.700,right,L2_Product_1of2,,
ANN_000701,30_3,test,product_interaction,product_held,859,2206,28.633,73.533,44.933,right,L2_Product_1of2,,false
ANN_000702,30_3,test,product_interaction,pickup,1379,1398,45.967,46.600,0.667,right,L7_Product_2of4,,
ANN_000703,30_3,test,product_interaction,product_held,1399,2206,46.633,73.533,26.933,right,L7_Product_2of4,,false
ANN_000704,30_3,test,product_interaction,pickup,1485,1510,49.500,50.333,0.867,right,L7_Product_3of4,,
ANN_000705,30_3,test,product_interaction,product_held,1511,2105,50.367,70.167,19.833,right,L7_Product_3of4,,true
ANN_000706,30_3,test,product_interaction,return,2095,2105,69.833,70.167,0.367,right,L7_Product_3of4,,true
ANN_000707,30_3,test,product_interaction,comparison,1529,1899,50.967,63.300,12.367,both,L7_Product_2of4,L7_Product_3of4,true
ANN_000708,30_3,test,product_interaction,pickup,2609,2649,86.967,88.300,1.367,right,R1_Product_2of4,,
ANN_000709,30_3,test,product_interaction,pickup,2779,2812,92.633,93.733,1.133,right,R3_Product_3of4,,
ANN_000710,30_3,test,product_interaction,comparison,2839,3459,94.633,115.300,20.700,both,R1_Product_3of4,R3_Product_3of4,true
ANN_000711,30_3,test,product_interaction,product_held,2813,3497,93.767,116.567,22.833,right,R3_Product_3of4,,true
ANN_000712,30_3,test,product_interaction,return,3487,3497,116.233,116.567,0.367,right,R3_Product_3of4,,true
ANN_000713,30_3,test,product_interaction,product_held,2650,4337,88.333,144.567,56.267,both,R1_Product_2of4,,false
ANN_000714,30_3,test,product_interaction,product_held,3681,4337,122.700,144.567,21.900,right,R3_Product_3of4,,false
ANN_000715,30_3,test,product_interaction,pickup,3737,3767,124.567,125.567,1.033,right,R3_Product_4of4,,
ANN_000716,30_3,test,product_interaction,product_held,3768,4155,125.600,138.500,12.933,right,R3_Product_4of4,,true
ANN_000717,30_3,test,product_interaction,return,4150,4155,138.333,138.500,0.200,right,R3_Product_4of4,,true
ANN_000718,30_3,test,product_interaction,comparison,3777,4016,125.900,133.867,8.000,both,R3_Product_3of4,R3_Product_4of4,true
ANN_000719,30_3,test,product_interaction,pickup,3651,3679,121.700,122.633,0.967,right,R3_Product_3of4,,
ANN_000721,31_1,test,product_interaction,pickup,228,298,7.600,9.933,2.367,right,L1_Product_1of1,,
ANN_000722,31_1,test,product_interaction,product_held,299,376,9.967,12.533,2.600,right,L1_Product_1of1,,true
ANN_000723,31_1,test,product_interaction,return,355,376,11.833,12.533,0.733,right,L1_Product_1of1,,true
ANN_000724,31_1,test,product_interaction,pickup,488,536,16.267,17.867,1.633,left,L2_Product_2of2,,true
ANN_000725,31_1,test,product_interaction,return,528,536,17.600,17.867,0.300,left,L2_Product_2of2,,true
ANN_000726,31_1,test,product_interaction,pickup,760,832,25.333,27.733,2.433,left,L6_Product_2of3,,
ANN_000727,31_1,test,product_interaction,product_held,833,991,27.767,33.033,5.300,left,L6_Product_2of3,,true
ANN_000728,31_1,test,product_interaction,return,981,991,32.700,33.033,0.367,left,L6_Product_2of3,,true
ANN_000729,31_1,test,product_interaction,pickup,1259,1279,41.967,42.633,0.700,right,R3_Product_1of4,,
ANN_000730,31_1,test,product_interaction,product_held,1280,2019,42.667,67.300,24.667,both,R3_Product_1of4,,false
ANN_000731,31_1,test,product_interaction,pickup,1640,1698,54.667,56.600,1.967,right,R6_Product_1of4,,
ANN_000732,31_1,test,product_interaction,product_held,1699,1855,56.633,61.833,5.233,right,R6_Product_1of4,,true
ANN_000733,31_1,test,product_interaction,return,1845,1855,61.500,61.833,0.367,right,R6_Product_1of4,,true
ANN_000734,31_1,test,product_interaction,pickup,2384,2439,79.467,81.300,1.867,left,R1_Product_1of4,,
ANN_000735,31_1,test,product_interaction,product_held,2440,2732,81.333,91.067,9.767,left,R1_Product_1of4,,true
ANN_000736,31_1,test,product_interaction,return,2718,2732,90.600,91.067,0.500,left,R1_Product_1of4,,true
ANN_000737,31_1,test,product_interaction,pickup,2821,2858,94.033,95.267,1.267,left,R1_Product_2of4,,
ANN_000738,31_1,test,product_interaction,product_held,2859,4016,95.300,133.867,38.600,left,R1_Product_2of4,,false
ANN_000739,31_1,test,product_interaction,pickup,3187,3206,106.233,106.867,0.667,right,L5_Product_4of4,,
ANN_000740,31_1,test,product_interaction,product_held,3207,3429,106.900,114.300,7.433,right,L5_Product_4of4,,true
ANN_000741,31_1,test,product_interaction,return,3420,3429,114.000,114.300,0.333,right,L5_Product_4of4,,true
ANN_000742,31_1,test,product_interaction,pickup,3545,3565,118.167,118.833,0.700,right,L4_Product_4of4,,
ANN_000743,31_1,test,product_interaction,product_held,3566,4016,118.867,133.867,15.033,right,L4_Product_4of4,,false
ANN_000744,31_1,test,product_interaction,pickup,3816,3839,127.200,127.967,0.800,right,L3_Product_1of4,,
ANN_000745,31_1,test,product_interaction,product_held,3840,3910,128.000,130.333,2.367,right,L3_Product_1of4,,true
ANN_000746,31_1,test,product_interaction,return,3900,3910,130.000,130.333,0.367,right,L3_Product_1of4,,true
ANN_000747,31_2,test,product_interaction,pickup,260,287,8.667,9.567,0.933,right,L1_Product_1of1,,true
ANN_000748,31_2,test,product_interaction,return,285,287,9.500,9.567,0.100,right,L1_Product_1of1,,true
ANN_000749,31_2,test,product_interaction,pickup,333,363,11.100,12.100,1.033,right,L2_Product_1of2,,
ANN_000750,31_2,test,product_interaction,product_held,364,524,12.133,17.467,5.367,right,L2_Product_1of2,,true
ANN_000751,31_2,test,product_interaction,return,512,524,17.067,17.467,0.433,right,L2_Product_1of2,,true
ANN_000752,31_2,test,product_interaction,pickup,948,966,31.600,32.200,0.633,right,R4_Product_2of4,,
ANN_000753,31_2,test,product_interaction,product_held,967,1058,32.233,35.267,3.067,right,R4_Product_2of4,,true
